Establishment DUNS,Business Operation,NDC,Source NDC,Volume Per,Outermost Quantity Released,Outermost Quantity Distributed (Non-US),Outermost Package Type,Innermost Quantity Released,Innermost Quantity Distributed (Non-US),Innermost Package Type,Market Unknown
80354456,Manufacture,14448-302-30,,January,0,0,BOTTLE,,,,No
80354456,Manufacture,14448-302-30,,February,0,0,BOTTLE,,,,No
80354456,Manufacture,14448-302-30,,March,0,0,BOTTLE,,,,No
80354456,Manufacture,14448-302-30,,April,2074,0,BOTTLE,,,,No
80354456,Manufacture,14448-302-30,,May,0,0,BOTTLE,,,,No
80354456,Manufacture,14448-302-30,,June,0,0,BOTTLE,,,,No
80354456,Manufacture,14448-302-30,,July,0,0,BOTTLE,,,,No
80354456,Manufacture,14448-302-30,,August,0,0,BOTTLE,,,,No
80354456,Manufacture,14448-302-30,,September,0,0,BOTTLE,,,,No
80354456,Manufacture,14448-302-30,,October,0,0,BOTTLE,,,,No
80354456,Manufacture,14448-302-30,,November,0,0,BOTTLE,,,,No
80354456,Manufacture,14448-302-30,,December,0,0,BOTTLE,,,,No
80354456,Manufacture,14448-302-30,,Annual Total,2074,0,BOTTLE,,,,No
80354456,Manufacture,14448-306-40,,January,0,0,JAR,,,,No
80354456,Manufacture,14448-306-40,,February,0,0,JAR,,,,No
80354456,Manufacture,14448-306-40,,March,0,0,JAR,,,,No
80354456,Manufacture,14448-306-40,,April,2003,0,JAR,,,,No
80354456,Manufacture,14448-306-40,,May,0,0,JAR,,,,No
80354456,Manufacture,14448-306-40,,June,0,0,JAR,,,,No
80354456,Manufacture,14448-306-40,,July,0,0,JAR,,,,No
80354456,Manufacture,14448-306-40,,August,0,0,JAR,,,,No
80354456,Manufacture,14448-306-40,,September,0,0,JAR,,,,No
80354456,Manufacture,14448-306-40,,October,0,0,JAR,,,,No
80354456,Manufacture,14448-306-40,,November,0,0,JAR,,,,No
80354456,Manufacture,14448-306-40,,December,0,0,JAR,,,,No
80354456,Manufacture,14448-306-40,,Annual Total,2003,0,JAR,,,,No
80354456,Manufacture,14448-307-50,,January,0,0,BOTTLE,,,,No
80354456,Manufacture,14448-307-50,,February,0,0,BOTTLE,,,,No
80354456,Manufacture,14448-307-50,,March,0,0,BOTTLE,,,,No
80354456,Manufacture,14448-307-50,,April,2120,0,BOTTLE,,,,No
80354456,Manufacture,14448-307-50,,May,0,0,BOTTLE,,,,No
80354456,Manufacture,14448-307-50,,June,0,0,BOTTLE,,,,No
80354456,Manufacture,14448-307-50,,July,0,0,BOTTLE,,,,No
80354456,Manufacture,14448-307-50,,August,0,0,BOTTLE,,,,No
80354456,Manufacture,14448-307-50,,September,0,0,BOTTLE,,,,No
80354456,Manufacture,14448-307-50,,October,0,0,BOTTLE,,,,No
80354456,Manufacture,14448-307-50,,November,0,0,BOTTLE,,,,No
80354456,Manufacture,14448-307-50,,December,0,0,BOTTLE,,,,No
80354456,Manufacture,14448-307-50,,Annual Total,2120,0,BOTTLE,,,,No
80354456,Manufacture,14448-314-03,,January,0,0,CYLINDER,,,,No
80354456,Manufacture,14448-314-03,,February,2043,0,CYLINDER,,,,No
80354456,Manufacture,14448-314-03,,March,0,0,CYLINDER,,,,No
80354456,Manufacture,14448-314-03,,April,0,0,CYLINDER,,,,No
80354456,Manufacture,14448-314-03,,May,0,0,CYLINDER,,,,No
80354456,Manufacture,14448-314-03,,June,0,0,CYLINDER,,,,No
80354456,Manufacture,14448-314-03,,July,0,0,CYLINDER,,,,No
80354456,Manufacture,14448-314-03,,August,0,0,CYLINDER,,,,No
80354456,Manufacture,14448-314-03,,September,9415,0,CYLINDER,,,,No
80354456,Manufacture,14448-314-03,,October,0,0,CYLINDER,,,,No
80354456,Manufacture,14448-314-03,,November,0,0,CYLINDER,,,,No
80354456,Manufacture,14448-314-03,,December,0,0,CYLINDER,,,,No
80354456,Manufacture,14448-314-03,,Annual Total,11458,0,CYLINDER,,,,No
80354456,Manufacture,14448-314-04,,January,0,0,JAR,,,,No
80354456,Manufacture,14448-314-04,,February,4000,0,JAR,,,,No
80354456,Manufacture,14448-314-04,,March,0,0,JAR,,,,No
80354456,Manufacture,14448-314-04,,April,4111,0,JAR,,,,No
80354456,Manufacture,14448-314-04,,May,0,0,JAR,,,,No
80354456,Manufacture,14448-314-04,,June,0,0,JAR,,,,No
80354456,Manufacture,14448-314-04,,July,0,0,JAR,,,,No
80354456,Manufacture,14448-314-04,,August,0,0,JAR,,,,No
80354456,Manufacture,14448-314-04,,September,4628,0,JAR,,,,No
80354456,Manufacture,14448-314-04,,October,0,0,JAR,,,,No
80354456,Manufacture,14448-314-04,,November,0,0,JAR,,,,No
80354456,Manufacture,14448-314-04,,December,3212,0,JAR,,,,No
80354456,Manufacture,14448-314-04,,Annual Total,15951,0,JAR,,,,No
80354456,Manufacture,14448-314-12,,January,0,0,CYLINDER,,,,No
80354456,Manufacture,14448-314-12,,February,1908,0,CYLINDER,,,,No
80354456,Manufacture,14448-314-12,,March,0,0,CYLINDER,,,,No
80354456,Manufacture,14448-314-12,,April,0,0,CYLINDER,,,,No
80354456,Manufacture,14448-314-12,,May,0,0,CYLINDER,,,,No
80354456,Manufacture,14448-314-12,,June,0,0,CYLINDER,,,,No
80354456,Manufacture,14448-314-12,,July,0,0,CYLINDER,,,,No
80354456,Manufacture,14448-314-12,,August,0,0,CYLINDER,,,,No
80354456,Manufacture,14448-314-12,,September,2000,0,CYLINDER,,,,No
80354456,Manufacture,14448-314-12,,October,0,0,CYLINDER,,,,No
80354456,Manufacture,14448-314-12,,November,0,0,CYLINDER,,,,No
80354456,Manufacture,14448-314-12,,December,1802,0,CYLINDER,,,,No
80354456,Manufacture,14448-314-12,,Annual Total,5710,0,CYLINDER,,,,No
80354456,Manufacture,14448-314-17,,January,0,0,PACKET,,,,No
80354456,Manufacture,14448-314-17,,February,0,0,PACKET,,,,No
80354456,Manufacture,14448-314-17,,March,0,0,PACKET,,,,No
80354456,Manufacture,14448-314-17,,April,14400,0,PACKET,,,,No
80354456,Manufacture,14448-314-17,,May,0,0,PACKET,,,,No
80354456,Manufacture,14448-314-17,,June,0,0,PACKET,,,,No
80354456,Manufacture,14448-314-17,,July,0,0,PACKET,,,,No
80354456,Manufacture,14448-314-17,,August,0,0,PACKET,,,,No
80354456,Manufacture,14448-314-17,,September,0,0,PACKET,,,,No
80354456,Manufacture,14448-314-17,,October,0,0,PACKET,,,,No
80354456,Manufacture,14448-314-17,,November,0,0,PACKET,,,,No
80354456,Manufacture,14448-314-17,,December,0,0,PACKET,,,,No
80354456,Manufacture,14448-314-17,,Annual Total,14400,0,PACKET,,,,No
80354456,Manufacture,14448-315-00,,January,0,0,PACKET,,,,No
80354456,Manufacture,14448-315-00,,February,0,0,PACKET,,,,No
80354456,Manufacture,14448-315-00,,March,0,0,PACKET,,,,No
80354456,Manufacture,14448-315-00,,April,0,0,PACKET,,,,No
80354456,Manufacture,14448-315-00,,May,0,0,PACKET,,,,No
80354456,Manufacture,14448-315-00,,June,15557,0,PACKET,,,,No
80354456,Manufacture,14448-315-00,,July,0,0,PACKET,,,,No
80354456,Manufacture,14448-315-00,,August,0,0,PACKET,,,,No
80354456,Manufacture,14448-315-00,,September,0,0,PACKET,,,,No
80354456,Manufacture,14448-315-00,,October,0,0,PACKET,,,,No
80354456,Manufacture,14448-315-00,,November,0,0,PACKET,,,,No
80354456,Manufacture,14448-315-00,,December,0,0,PACKET,,,,No
80354456,Manufacture,14448-315-00,,Annual Total,15557,0,PACKET,,,,No
80354456,Manufacture,14448-316-00,,January,0,0,JAR,,,,No
80354456,Manufacture,14448-316-00,,February,0,0,JAR,,,,No
80354456,Manufacture,14448-316-00,,March,0,0,JAR,,,,No
80354456,Manufacture,14448-316-00,,April,0,0,JAR,,,,No
80354456,Manufacture,14448-316-00,,May,0,0,JAR,,,,No
80354456,Manufacture,14448-316-00,,June,0,0,JAR,,,,No
80354456,Manufacture,14448-316-00,,July,0,0,JAR,,,,No
80354456,Manufacture,14448-316-00,,August,0,0,JAR,,,,No
80354456,Manufacture,14448-316-00,,September,0,0,JAR,,,,No
80354456,Manufacture,14448-316-00,,October,0,0,JAR,,,,No
80354456,Manufacture,14448-316-00,,November,2978,0,JAR,,,,No
80354456,Manufacture,14448-316-00,,December,0,0,JAR,,,,No
80354456,Manufacture,14448-316-00,,Annual Total,2978,0,JAR,,,,No
80354456,Manufacture,15828-735-01,,January,0,0,BOX,,,,No
80354456,Manufacture,15828-735-01,,February,0,0,BOX,,,,No
80354456,Manufacture,15828-735-01,,March,2656,0,BOX,,,,No
80354456,Manufacture,15828-735-01,,April,0,0,BOX,,,,No
80354456,Manufacture,15828-735-01,,May,0,0,BOX,,,,No
80354456,Manufacture,15828-735-01,,June,0,0,BOX,,,,No
80354456,Manufacture,15828-735-01,,July,0,0,BOX,,,,No
80354456,Manufacture,15828-735-01,,August,0,0,BOX,,,,No
80354456,Manufacture,15828-735-01,,September,0,0,BOX,,,,No
80354456,Manufacture,15828-735-01,,October,0,0,BOX,,,,No
80354456,Manufacture,15828-735-01,,November,0,0,BOX,,,,No
80354456,Manufacture,15828-735-01,,December,0,0,BOX,,,,No
80354456,Manufacture,15828-735-01,,Annual Total,2656,0,BOX,,,,No
80354456,Manufacture,15828-737-01,,January,0,0,BOX,,,,No
80354456,Manufacture,15828-737-01,,February,0,0,BOX,,,,No
80354456,Manufacture,15828-737-01,,March,4355,0,BOX,,,,No
80354456,Manufacture,15828-737-01,,April,0,0,BOX,,,,No
80354456,Manufacture,15828-737-01,,May,0,0,BOX,,,,No
80354456,Manufacture,15828-737-01,,June,0,0,BOX,,,,No
80354456,Manufacture,15828-737-01,,July,0,0,BOX,,,,No
80354456,Manufacture,15828-737-01,,August,0,0,BOX,,,,No
80354456,Manufacture,15828-737-01,,September,0,0,BOX,,,,No
80354456,Manufacture,15828-737-01,,October,4705,0,BOX,,,,No
80354456,Manufacture,15828-737-01,,November,0,0,BOX,,,,No
80354456,Manufacture,15828-737-01,,December,0,0,BOX,,,,No
80354456,Manufacture,15828-737-01,,Annual Total,9060,0,BOX,,,,No
80354456,Manufacture,44577-001-01,,January,0,0,TUBE,,,,No
80354456,Manufacture,44577-001-01,,February,0,0,TUBE,,,,No
80354456,Manufacture,44577-001-01,,March,0,0,TUBE,,,,No
80354456,Manufacture,44577-001-01,,April,0,0,TUBE,,,,No
80354456,Manufacture,44577-001-01,,May,0,0,TUBE,,,,No
80354456,Manufacture,44577-001-01,,June,0,0,TUBE,,,,No
80354456,Manufacture,44577-001-01,,July,0,0,TUBE,,,,No
80354456,Manufacture,44577-001-01,,August,0,0,TUBE,,,,No
80354456,Manufacture,44577-001-01,,September,0,0,TUBE,,,,No
80354456,Manufacture,44577-001-01,,October,0,0,TUBE,,,,No
80354456,Manufacture,44577-001-01,,November,0,0,TUBE,,,,No
80354456,Manufacture,44577-001-01,,December,0,0,TUBE,,,,No
80354456,Manufacture,44577-001-01,,Annual Total,0,0,TUBE,,,,No
80354456,Manufacture,44577-002-01,,January,0,0,BOTTLE,,,,No
80354456,Manufacture,44577-002-01,,February,0,0,BOTTLE,,,,No
80354456,Manufacture,44577-002-01,,March,57975,0,BOTTLE,,,,No
80354456,Manufacture,44577-002-01,,April,0,0,BOTTLE,,,,No
80354456,Manufacture,44577-002-01,,May,0,0,BOTTLE,,,,No
80354456,Manufacture,44577-002-01,,June,40872,0,BOTTLE,,,,No
80354456,Manufacture,44577-002-01,,July,0,0,BOTTLE,,,,No
80354456,Manufacture,44577-002-01,,August,0,0,BOTTLE,,,,No
80354456,Manufacture,44577-002-01,,September,0,0,BOTTLE,,,,No
80354456,Manufacture,44577-002-01,,October,0,0,BOTTLE,,,,No
80354456,Manufacture,44577-002-01,,November,0,0,BOTTLE,,,,No
80354456,Manufacture,44577-002-01,,December,50928,0,BOTTLE,,,,No
80354456,Manufacture,44577-002-01,,Annual Total,149775,0,BOTTLE,,,,No
80354456,Manufacture,44577-020-15,,January,15744,0,BOX,,,,No
80354456,Manufacture,44577-020-15,,February,0,0,BOX,,,,No
80354456,Manufacture,44577-020-15,,March,0,0,BOX,,,,No
80354456,Manufacture,44577-020-15,,April,0,0,BOX,,,,No
80354456,Manufacture,44577-020-15,,May,0,0,BOX,,,,No
80354456,Manufacture,44577-020-15,,June,0,0,BOX,,,,No
80354456,Manufacture,44577-020-15,,July,0,0,BOX,,,,No
80354456,Manufacture,44577-020-15,,August,0,0,BOX,,,,No
80354456,Manufacture,44577-020-15,,September,0,0,BOX,,,,No
80354456,Manufacture,44577-020-15,,October,0,0,BOX,,,,No
80354456,Manufacture,44577-020-15,,November,0,0,BOX,,,,No
80354456,Manufacture,44577-020-15,,December,0,0,BOX,,,,No
80354456,Manufacture,44577-020-15,,Annual Total,15744,0,BOX,,,,No
80354456,Manufacture,44577-040-20,,January,0,0,BOX,,,,No
80354456,Manufacture,44577-040-20,,February,0,0,BOX,,,,No
80354456,Manufacture,44577-040-20,,March,0,0,BOX,,,,No
80354456,Manufacture,44577-040-20,,April,0,0,BOX,,,,No
80354456,Manufacture,44577-040-20,,May,0,0,BOX,,,,No
80354456,Manufacture,44577-040-20,,June,0,0,BOX,,,,No
80354456,Manufacture,44577-040-20,,July,0,0,BOX,,,,No
80354456,Manufacture,44577-040-20,,August,0,0,BOX,,,,No
80354456,Manufacture,44577-040-20,,September,0,0,BOX,,,,No
80354456,Manufacture,44577-040-20,,October,0,0,BOX,,,,No
80354456,Manufacture,44577-040-20,,November,0,0,BOX,,,,No
80354456,Manufacture,44577-040-20,,December,0,0,BOX,,,,No
80354456,Manufacture,44577-040-20,,Annual Total,0,0,BOX,,,,No
80354456,Manufacture,44577-128-00,,January,0,0,TUBE,,,,No
80354456,Manufacture,44577-128-00,,February,0,0,TUBE,,,,No
80354456,Manufacture,44577-128-00,,March,0,0,TUBE,,,,No
80354456,Manufacture,44577-128-00,,April,0,0,TUBE,,,,No
80354456,Manufacture,44577-128-00,,May,0,0,TUBE,,,,No
80354456,Manufacture,44577-128-00,,June,0,0,TUBE,,,,No
80354456,Manufacture,44577-128-00,,July,0,0,TUBE,,,,No
80354456,Manufacture,44577-128-00,,August,0,0,TUBE,,,,No
80354456,Manufacture,44577-128-00,,September,0,0,TUBE,,,,No
80354456,Manufacture,44577-128-00,,October,0,0,TUBE,,,,No
80354456,Manufacture,44577-128-00,,November,4296,0,TUBE,,,,No
80354456,Manufacture,44577-128-00,,December,0,0,TUBE,,,,No
80354456,Manufacture,44577-128-00,,Annual Total,4296,0,TUBE,,,,No
80354456,Manufacture,44577-205-56,,January,0,0,CARTON,,,,No
80354456,Manufacture,44577-205-56,,February,5088,0,CARTON,,,,No
80354456,Manufacture,44577-205-56,,March,0,0,CARTON,,,,No
80354456,Manufacture,44577-205-56,,April,0,0,CARTON,,,,No
80354456,Manufacture,44577-205-56,,May,0,0,CARTON,,,,No
80354456,Manufacture,44577-205-56,,June,0,0,CARTON,,,,No
80354456,Manufacture,44577-205-56,,July,0,0,CARTON,,,,No
80354456,Manufacture,44577-205-56,,August,0,0,CARTON,,,,No
80354456,Manufacture,44577-205-56,,September,0,0,CARTON,,,,No
80354456,Manufacture,44577-205-56,,October,0,0,CARTON,,,,No
80354456,Manufacture,44577-205-56,,November,0,0,CARTON,,,,No
80354456,Manufacture,44577-205-56,,December,0,0,CARTON,,,,No
80354456,Manufacture,44577-205-56,,Annual Total,5088,0,CARTON,,,,No
80354456,Manufacture,44577-623-02,,January,0,0,TUBE,,,,No
80354456,Manufacture,44577-623-02,,February,0,0,TUBE,,,,No
80354456,Manufacture,44577-623-02,,March,0,0,TUBE,,,,No
80354456,Manufacture,44577-623-02,,April,0,0,TUBE,,,,No
80354456,Manufacture,44577-623-02,,May,0,0,TUBE,,,,No
80354456,Manufacture,44577-623-02,,June,1241,0,TUBE,,,,No
80354456,Manufacture,44577-623-02,,July,0,0,TUBE,,,,No
80354456,Manufacture,44577-623-02,,August,0,0,TUBE,,,,No
80354456,Manufacture,44577-623-02,,September,0,0,TUBE,,,,No
80354456,Manufacture,44577-623-02,,October,1329,0,TUBE,,,,No
80354456,Manufacture,44577-623-02,,November,0,0,TUBE,,,,No
80354456,Manufacture,44577-623-02,,December,0,0,TUBE,,,,No
80354456,Manufacture,44577-623-02,,Annual Total,2570,0,TUBE,,,,No
80354456,Manufacture,44577-704-02,,January,2456,0,CARTON,,,,No
80354456,Manufacture,44577-704-02,,February,0,0,CARTON,,,,No
80354456,Manufacture,44577-704-02,,March,0,0,CARTON,,,,No
80354456,Manufacture,44577-704-02,,April,0,0,CARTON,,,,No
80354456,Manufacture,44577-704-02,,May,0,0,CARTON,,,,No
80354456,Manufacture,44577-704-02,,June,0,0,CARTON,,,,No
80354456,Manufacture,44577-704-02,,July,0,0,CARTON,,,,No
80354456,Manufacture,44577-704-02,,August,2165,0,CARTON,,,,No
80354456,Manufacture,44577-704-02,,September,0,0,CARTON,,,,No
80354456,Manufacture,44577-704-02,,October,0,0,CARTON,,,,No
80354456,Manufacture,44577-704-02,,November,0,0,CARTON,,,,No
80354456,Manufacture,44577-704-02,,December,0,0,CARTON,,,,No
80354456,Manufacture,44577-704-02,,Annual Total,4621,0,CARTON,,,,No
80354456,Manufacture,44577-711-08,,January,0,0,BOTTLE,,,,No
80354456,Manufacture,44577-711-08,,February,0,0,BOTTLE,,,,No
80354456,Manufacture,44577-711-08,,March,0,0,BOTTLE,,,,No
80354456,Manufacture,44577-711-08,,April,1037,0,BOTTLE,,,,No
80354456,Manufacture,44577-711-08,,May,0,0,BOTTLE,,,,No
80354456,Manufacture,44577-711-08,,June,0,0,BOTTLE,,,,No
80354456,Manufacture,44577-711-08,,July,0,0,BOTTLE,,,,No
80354456,Manufacture,44577-711-08,,August,0,0,BOTTLE,,,,No
80354456,Manufacture,44577-711-08,,September,0,0,BOTTLE,,,,No
80354456,Manufacture,44577-711-08,,October,0,0,BOTTLE,,,,No
80354456,Manufacture,44577-711-08,,November,0,0,BOTTLE,,,,No
80354456,Manufacture,44577-711-08,,December,0,0,BOTTLE,,,,No
80354456,Manufacture,44577-711-08,,Annual Total,1037,0,BOTTLE,,,,No
80354456,Manufacture,45632-736-01,,January,0,0,BOX,,,,No
80354456,Manufacture,45632-736-01,,February,0,0,BOX,,,,No
80354456,Manufacture,45632-736-01,,March,0,0,BOX,,,,No
80354456,Manufacture,45632-736-01,,April,0,0,BOX,,,,No
80354456,Manufacture,45632-736-01,,May,0,0,BOX,,,,No
80354456,Manufacture,45632-736-01,,June,0,0,BOX,,,,No
80354456,Manufacture,45632-736-01,,July,0,0,BOX,,,,No
80354456,Manufacture,45632-736-01,,August,0,0,BOX,,,,No
80354456,Manufacture,45632-736-01,,September,0,0,BOX,,,,No
80354456,Manufacture,45632-736-01,,October,0,0,BOX,,,,No
80354456,Manufacture,45632-736-01,,November,0,0,BOX,,,,No
80354456,Manufacture,45632-736-01,,December,0,0,BOX,,,,No
80354456,Manufacture,45632-736-01,,Annual Total,0,0,BOX,,,,No
80354456,Manufacture,49671-001-04,,January,0,0,CARTON,,,,No
80354456,Manufacture,49671-001-04,,February,0,0,CARTON,,,,No
80354456,Manufacture,49671-001-04,,March,0,0,CARTON,,,,No
80354456,Manufacture,49671-001-04,,April,0,0,CARTON,,,,No
80354456,Manufacture,49671-001-04,,May,0,0,CARTON,,,,No
80354456,Manufacture,49671-001-04,,June,0,0,CARTON,,,,No
80354456,Manufacture,49671-001-04,,July,0,0,CARTON,,,,No
80354456,Manufacture,49671-001-04,,August,0,0,CARTON,,,,No
80354456,Manufacture,49671-001-04,,September,0,0,CARTON,,,,No
80354456,Manufacture,49671-001-04,,October,0,0,CARTON,,,,No
80354456,Manufacture,49671-001-04,,November,0,0,CARTON,,,,No
80354456,Manufacture,49671-001-04,,December,0,0,CARTON,,,,No
80354456,Manufacture,49671-001-04,,Annual Total,0,0,CARTON,,,,No
80354456,Manufacture,49671-002-04,,January,0,0,TUBE,,,,No
80354456,Manufacture,49671-002-04,,February,0,0,TUBE,,,,No
80354456,Manufacture,49671-002-04,,March,0,0,TUBE,,,,No
80354456,Manufacture,49671-002-04,,April,0,0,TUBE,,,,No
80354456,Manufacture,49671-002-04,,May,0,0,TUBE,,,,No
80354456,Manufacture,49671-002-04,,June,0,0,TUBE,,,,No
80354456,Manufacture,49671-002-04,,July,0,0,TUBE,,,,No
80354456,Manufacture,49671-002-04,,August,0,0,TUBE,,,,No
80354456,Manufacture,49671-002-04,,September,0,0,TUBE,,,,No
80354456,Manufacture,49671-002-04,,October,0,0,TUBE,,,,No
80354456,Manufacture,49671-002-04,,November,0,0,TUBE,,,,No
80354456,Manufacture,49671-002-04,,December,0,0,TUBE,,,,No
80354456,Manufacture,49671-002-04,,Annual Total,0,0,TUBE,,,,No
80354456,Manufacture,51151-000-01,,January,0,0,CARTON,,,,No
80354456,Manufacture,51151-000-01,,February,0,0,CARTON,,,,No
80354456,Manufacture,51151-000-01,,March,0,0,CARTON,,,,No
80354456,Manufacture,51151-000-01,,April,0,0,CARTON,,,,No
80354456,Manufacture,51151-000-01,,May,0,0,CARTON,,,,No
80354456,Manufacture,51151-000-01,,June,0,0,CARTON,,,,No
80354456,Manufacture,51151-000-01,,July,0,0,CARTON,,,,No
80354456,Manufacture,51151-000-01,,August,0,0,CARTON,,,,No
80354456,Manufacture,51151-000-01,,September,0,0,CARTON,,,,No
80354456,Manufacture,51151-000-01,,October,0,0,CARTON,,,,No
80354456,Manufacture,51151-000-01,,November,0,0,CARTON,,,,No
80354456,Manufacture,51151-000-01,,December,0,0,CARTON,,,,No
80354456,Manufacture,51151-000-01,,Annual Total,0,0,CARTON,,,,No
80354456,Manufacture,51151-129-00,,January,0,0,BOX,,,,No
80354456,Manufacture,51151-129-00,,February,0,0,BOX,,,,No
80354456,Manufacture,51151-129-00,,March,0,0,BOX,,,,No
80354456,Manufacture,51151-129-00,,April,1734,0,BOX,,,,No
80354456,Manufacture,51151-129-00,,May,0,0,BOX,,,,No
80354456,Manufacture,51151-129-00,,June,0,0,BOX,,,,No
80354456,Manufacture,51151-129-00,,July,0,0,BOX,,,,No
80354456,Manufacture,51151-129-00,,August,0,0,BOX,,,,No
80354456,Manufacture,51151-129-00,,September,0,0,BOX,,,,No
80354456,Manufacture,51151-129-00,,October,0,0,BOX,,,,No
80354456,Manufacture,51151-129-00,,November,0,0,BOX,,,,No
80354456,Manufacture,51151-129-00,,December,0,0,BOX,,,,No
80354456,Manufacture,51151-129-00,,Annual Total,1734,0,BOX,,,,No
80354456,Manufacture,51151-738-01,,January,0,0,BOX,,,,No
80354456,Manufacture,51151-738-01,,February,0,0,BOX,,,,No
80354456,Manufacture,51151-738-01,,March,0,0,BOX,,,,No
80354456,Manufacture,51151-738-01,,April,0,0,BOX,,,,No
80354456,Manufacture,51151-738-01,,May,0,0,BOX,,,,No
80354456,Manufacture,51151-738-01,,June,0,0,BOX,,,,No
80354456,Manufacture,51151-738-01,,July,0,0,BOX,,,,No
80354456,Manufacture,51151-738-01,,August,0,0,BOX,,,,No
80354456,Manufacture,51151-738-01,,September,0,0,BOX,,,,No
80354456,Manufacture,51151-738-01,,October,0,0,BOX,,,,No
80354456,Manufacture,51151-738-01,,November,0,0,BOX,,,,No
80354456,Manufacture,51151-738-01,,December,0,0,BOX,,,,No
80354456,Manufacture,51151-738-01,,Annual Total,0,0,BOX,,,,No
80354456,Manufacture,51326-040-00,,January,0,0,TUBE,,,,No
80354456,Manufacture,51326-040-00,,February,0,0,TUBE,,,,No
80354456,Manufacture,51326-040-00,,March,0,0,TUBE,,,,No
80354456,Manufacture,51326-040-00,,April,0,0,TUBE,,,,No
80354456,Manufacture,51326-040-00,,May,0,0,TUBE,,,,No
80354456,Manufacture,51326-040-00,,June,0,0,TUBE,,,,No
80354456,Manufacture,51326-040-00,,July,0,0,TUBE,,,,No
80354456,Manufacture,51326-040-00,,August,0,0,TUBE,,,,No
80354456,Manufacture,51326-040-00,,September,0,0,TUBE,,,,No
80354456,Manufacture,51326-040-00,,October,0,0,TUBE,,,,No
80354456,Manufacture,51326-040-00,,November,0,0,TUBE,,,,No
80354456,Manufacture,51326-040-00,,December,0,0,TUBE,,,,No
80354456,Manufacture,51326-040-00,,Annual Total,0,0,TUBE,,,,No
80354456,Manufacture,51326-041-00,,January,0,0,CAN,,,,No
80354456,Manufacture,51326-041-00,,February,0,0,CAN,,,,No
80354456,Manufacture,51326-041-00,,March,2472,0,CAN,,,,No
80354456,Manufacture,51326-041-00,,April,0,0,CAN,,,,No
80354456,Manufacture,51326-041-00,,May,0,0,CAN,,,,No
80354456,Manufacture,51326-041-00,,June,0,0,CAN,,,,No
80354456,Manufacture,51326-041-00,,July,0,0,CAN,,,,No
80354456,Manufacture,51326-041-00,,August,0,0,CAN,,,,No
80354456,Manufacture,51326-041-00,,September,0,0,CAN,,,,No
80354456,Manufacture,51326-041-00,,October,0,0,CAN,,,,No
80354456,Manufacture,51326-041-00,,November,0,0,CAN,,,,No
80354456,Manufacture,51326-041-00,,December,0,0,CAN,,,,No
80354456,Manufacture,51326-041-00,,Annual Total,2472,0,CAN,,,,No
80354456,Manufacture,51326-042-00,,January,0,0,TUBE,,,,No
80354456,Manufacture,51326-042-00,,February,0,0,TUBE,,,,No
80354456,Manufacture,51326-042-00,,March,0,0,TUBE,,,,No
80354456,Manufacture,51326-042-00,,April,0,0,TUBE,,,,No
80354456,Manufacture,51326-042-00,,May,0,0,TUBE,,,,No
80354456,Manufacture,51326-042-00,,June,0,0,TUBE,,,,No
80354456,Manufacture,51326-042-00,,July,0,0,TUBE,,,,No
80354456,Manufacture,51326-042-00,,August,0,0,TUBE,,,,No
80354456,Manufacture,51326-042-00,,September,0,0,TUBE,,,,No
80354456,Manufacture,51326-042-00,,October,0,0,TUBE,,,,No
80354456,Manufacture,51326-042-00,,November,0,0,TUBE,,,,No
80354456,Manufacture,51326-042-00,,December,0,0,TUBE,,,,No
80354456,Manufacture,51326-042-00,,Annual Total,0,0,TUBE,,,,No
80354456,Manufacture,51326-043-00,,January,0,0,CAN,,,,No
80354456,Manufacture,51326-043-00,,February,0,0,CAN,,,,No
80354456,Manufacture,51326-043-00,,March,0,0,CAN,,,,No
80354456,Manufacture,51326-043-00,,April,0,0,CAN,,,,No
80354456,Manufacture,51326-043-00,,May,0,0,CAN,,,,No
80354456,Manufacture,51326-043-00,,June,0,0,CAN,,,,No
80354456,Manufacture,51326-043-00,,July,0,0,CAN,,,,No
80354456,Manufacture,51326-043-00,,August,0,0,CAN,,,,No
80354456,Manufacture,51326-043-00,,September,0,0,CAN,,,,No
80354456,Manufacture,51326-043-00,,October,0,0,CAN,,,,No
80354456,Manufacture,51326-043-00,,November,0,0,CAN,,,,No
80354456,Manufacture,51326-043-00,,December,0,0,CAN,,,,No
80354456,Manufacture,51326-043-00,,Annual Total,0,0,CAN,,,,No
80354456,Manufacture,51326-044-00,,January,0,0,CAN,,,,No
80354456,Manufacture,51326-044-00,,February,0,0,CAN,,,,No
80354456,Manufacture,51326-044-00,,March,0,0,CAN,,,,No
80354456,Manufacture,51326-044-00,,April,0,0,CAN,,,,No
80354456,Manufacture,51326-044-00,,May,0,0,CAN,,,,No
80354456,Manufacture,51326-044-00,,June,0,0,CAN,,,,No
80354456,Manufacture,51326-044-00,,July,0,0,CAN,,,,No
80354456,Manufacture,51326-044-00,,August,0,0,CAN,,,,No
80354456,Manufacture,51326-044-00,,September,0,0,CAN,,,,No
80354456,Manufacture,51326-044-00,,October,0,0,CAN,,,,No
80354456,Manufacture,51326-044-00,,November,0,0,CAN,,,,No
80354456,Manufacture,51326-044-00,,December,0,0,CAN,,,,No
80354456,Manufacture,51326-044-00,,Annual Total,0,0,CAN,,,,No
