Establishment DUNS,Business Operation,NDC,Source NDC,Volume Per,Outermost Quantity Released,Outermost Quantity Distributed (Non-US),Outermost Package Type,Innermost Quantity Released,Innermost Quantity Distributed (Non-US),Innermost Package Type,Market Unknown
80354456,Manufacture,65121-135-02,,June,3000,0,JAR,,,,No
80354456,Manufacture,65121-135-02,,July,0,0,JAR,,,,No
80354456,Manufacture,65121-135-02,,August,0,0,JAR,,,,No
80354456,Manufacture,65121-135-02,,September,0,0,JAR,,,,No
80354456,Manufacture,65121-135-02,,October,3000,0,JAR,,,,No
80354456,Manufacture,65121-135-02,,November,0,0,JAR,,,,No
80354456,Manufacture,65121-135-02,,December,0,0,JAR,,,,No
80354456,Manufacture,65121-135-02,,Annual Total,7930,0,JAR,,,,No
80354456,Manufacture,65121-135-04,,January,0,0,JAR,,,,No
80354456,Manufacture,65121-135-04,,February,0,0,JAR,,,,No
80354456,Manufacture,65121-135-04,,March,0,0,JAR,,,,No
80354456,Manufacture,65121-135-04,,April,0,0,JAR,,,,No
80354456,Manufacture,65121-135-04,,May,0,0,JAR,,,,No
80354456,Manufacture,65121-135-04,,June,2500,0,JAR,,,,No
80354456,Manufacture,65121-135-04,,July,0,0,JAR,,,,No
80354456,Manufacture,65121-135-04,,August,0,0,JAR,,,,No
80354456,Manufacture,65121-135-04,,September,0,0,JAR,,,,No
80354456,Manufacture,65121-135-04,,October,3050,0,JAR,,,,No
80354456,Manufacture,65121-135-04,,November,0,0,JAR,,,,No
80354456,Manufacture,65121-135-04,,December,0,0,JAR,,,,No
80354456,Manufacture,65121-135-04,,Annual Total,5550,0,JAR,,,,No
80354456,Manufacture,65121-136-03,,January,0,0,TUBE,,,,No
80354456,Manufacture,65121-136-03,,February,2093,0,TUBE,,,,No
80354456,Manufacture,65121-136-03,,March,0,0,TUBE,,,,No
80354456,Manufacture,65121-136-03,,April,0,0,TUBE,,,,No
80354456,Manufacture,65121-136-03,,May,0,0,TUBE,,,,No
80354456,Manufacture,65121-136-03,,June,0,0,TUBE,,,,No
80354456,Manufacture,65121-136-03,,July,4140,0,TUBE,,,,No
80354456,Manufacture,65121-136-03,,August,0,0,TUBE,,,,No
80354456,Manufacture,65121-136-03,,September,0,0,TUBE,,,,No
80354456,Manufacture,65121-136-03,,October,0,0,TUBE,,,,No
80354456,Manufacture,65121-136-03,,November,0,0,TUBE,,,,No
80354456,Manufacture,65121-136-03,,December,0,0,TUBE,,,,No
80354456,Manufacture,65121-136-03,,Annual Total,6233,0,TUBE,,,,No
80354456,Manufacture,65121-137-17,,January,0,0,TUBE,,,,No
80354456,Manufacture,65121-137-17,,February,0,0,TUBE,,,,No
80354456,Manufacture,65121-137-17,,March,0,0,TUBE,,,,No
80354456,Manufacture,65121-137-17,,April,0,0,TUBE,,,,No
80354456,Manufacture,65121-137-17,,May,0,0,TUBE,,,,No
80354456,Manufacture,65121-137-17,,June,0,0,TUBE,,,,No
80354456,Manufacture,65121-137-17,,July,0,0,TUBE,,,,No
80354456,Manufacture,65121-137-17,,August,0,0,TUBE,,,,No
80354456,Manufacture,65121-137-17,,September,0,0,TUBE,,,,No
80354456,Manufacture,65121-137-17,,October,0,0,TUBE,,,,No
80354456,Manufacture,65121-137-17,,November,0,0,TUBE,,,,No
80354456,Manufacture,65121-137-17,,December,0,0,TUBE,,,,No
80354456,Manufacture,65121-137-17,,Annual Total,0,0,TUBE,,,,No
80354456,Manufacture,65121-138-00,,January,0,0,JAR,,,,No
80354456,Manufacture,65121-138-00,,February,0,0,JAR,,,,No
80354456,Manufacture,65121-138-00,,March,0,0,JAR,,,,No
80354456,Manufacture,65121-138-00,,April,0,0,JAR,,,,No
80354456,Manufacture,65121-138-00,,May,0,0,JAR,,,,No
80354456,Manufacture,65121-138-00,,June,1604,0,JAR,,,,No
80354456,Manufacture,65121-138-00,,July,0,0,JAR,,,,No
80354456,Manufacture,65121-138-00,,August,0,0,JAR,,,,No
80354456,Manufacture,65121-138-00,,September,0,0,JAR,,,,No
80354456,Manufacture,65121-138-00,,October,0,0,JAR,,,,No
80354456,Manufacture,65121-138-00,,November,0,0,JAR,,,,No
80354456,Manufacture,65121-138-00,,December,0,0,JAR,,,,No
80354456,Manufacture,65121-138-00,,Annual Total,1604,0,JAR,,,,No
80354456,Manufacture,65121-139-00,,January,0,0,TUBE,,,,No
80354456,Manufacture,65121-139-00,,February,0,0,TUBE,,,,No
80354456,Manufacture,65121-139-00,,March,0,0,TUBE,,,,No
80354456,Manufacture,65121-139-00,,April,0,0,TUBE,,,,No
80354456,Manufacture,65121-139-00,,May,0,0,TUBE,,,,No
80354456,Manufacture,65121-139-00,,June,0,0,TUBE,,,,No
80354456,Manufacture,65121-139-00,,July,0,0,TUBE,,,,No
80354456,Manufacture,65121-139-00,,August,0,0,TUBE,,,,No
80354456,Manufacture,65121-139-00,,September,0,0,TUBE,,,,No
80354456,Manufacture,65121-139-00,,October,7550,0,TUBE,,,,No
80354456,Manufacture,65121-139-00,,November,0,0,TUBE,,,,No
80354456,Manufacture,65121-139-00,,December,0,0,TUBE,,,,No
80354456,Manufacture,65121-139-00,,Annual Total,7550,0,TUBE,,,,No
80354456,Manufacture,65121-140-03,,January,0,0,CARTON,,,,No
80354456,Manufacture,65121-140-03,,February,0,0,CARTON,,,,No
80354456,Manufacture,65121-140-03,,March,0,0,CARTON,,,,No
80354456,Manufacture,65121-140-03,,April,0,0,CARTON,,,,No
80354456,Manufacture,65121-140-03,,May,0,0,CARTON,,,,No
80354456,Manufacture,65121-140-03,,June,0,0,CARTON,,,,No
80354456,Manufacture,65121-140-03,,July,0,0,CARTON,,,,No
80354456,Manufacture,65121-140-03,,August,0,0,CARTON,,,,No
80354456,Manufacture,65121-140-03,,September,0,0,CARTON,,,,No
80354456,Manufacture,65121-140-03,,October,0,0,CARTON,,,,No
80354456,Manufacture,65121-140-03,,November,0,0,CARTON,,,,No
80354456,Manufacture,65121-140-03,,December,0,0,CARTON,,,,No
80354456,Manufacture,65121-140-03,,Annual Total,0,0,CARTON,,,,No
80354456,Manufacture,65121-141-05,,January,0,0,BOTTLE,,,,No
80354456,Manufacture,65121-141-05,,February,0,0,BOTTLE,,,,No
80354456,Manufacture,65121-141-05,,March,0,0,BOTTLE,,,,No
80354456,Manufacture,65121-141-05,,April,0,0,BOTTLE,,,,No
80354456,Manufacture,65121-141-05,,May,0,0,BOTTLE,,,,No
80354456,Manufacture,65121-141-05,,June,0,0,BOTTLE,,,,No
80354456,Manufacture,65121-141-05,,July,0,0,BOTTLE,,,,No
80354456,Manufacture,65121-141-05,,August,0,0,BOTTLE,,,,No
80354456,Manufacture,65121-141-05,,September,0,0,BOTTLE,,,,No
80354456,Manufacture,65121-141-05,,October,0,0,BOTTLE,,,,No
80354456,Manufacture,65121-141-05,,November,0,0,BOTTLE,,,,No
80354456,Manufacture,65121-141-05,,December,0,0,BOTTLE,,,,No
80354456,Manufacture,65121-141-05,,Annual Total,0,0,BOTTLE,,,,No
80354456,Manufacture,65121-142-02,,January,0,0,BOTTLE,,,,No
80354456,Manufacture,65121-142-02,,February,0,0,BOTTLE,,,,No
80354456,Manufacture,65121-142-02,,March,0,0,BOTTLE,,,,No
80354456,Manufacture,65121-142-02,,April,0,0,BOTTLE,,,,No
80354456,Manufacture,65121-142-02,,May,0,0,BOTTLE,,,,No
80354456,Manufacture,65121-142-02,,June,0,0,BOTTLE,,,,No
80354456,Manufacture,65121-142-02,,July,0,0,BOTTLE,,,,No
80354456,Manufacture,65121-142-02,,August,0,0,BOTTLE,,,,No
80354456,Manufacture,65121-142-02,,September,0,0,BOTTLE,,,,No
80354456,Manufacture,65121-142-02,,October,0,0,BOTTLE,,,,No
80354456,Manufacture,65121-142-02,,November,0,0,BOTTLE,,,,No
80354456,Manufacture,65121-142-02,,December,0,0,BOTTLE,,,,No
80354456,Manufacture,65121-142-02,,Annual Total,0,0,BOTTLE,,,,No
80354456,Manufacture,65121-143-04,,January,0,0,CYLINDER,,,,No
80354456,Manufacture,65121-143-04,,February,0,0,CYLINDER,,,,No
80354456,Manufacture,65121-143-04,,March,0,0,CYLINDER,,,,No
80354456,Manufacture,65121-143-04,,April,0,0,CYLINDER,,,,No
80354456,Manufacture,65121-143-04,,May,0,0,CYLINDER,,,,No
80354456,Manufacture,65121-143-04,,June,0,0,CYLINDER,,,,No
80354456,Manufacture,65121-143-04,,July,0,0,CYLINDER,,,,No
80354456,Manufacture,65121-143-04,,August,0,0,CYLINDER,,,,No
80354456,Manufacture,65121-143-04,,September,0,0,CYLINDER,,,,No
80354456,Manufacture,65121-143-04,,October,0,0,CYLINDER,,,,No
80354456,Manufacture,65121-143-04,,November,0,0,CYLINDER,,,,No
80354456,Manufacture,65121-143-04,,December,0,0,CYLINDER,,,,No
80354456,Manufacture,65121-143-04,,Annual Total,0,0,CYLINDER,,,,No
80354456,Manufacture,65121-144-03,,January,0,0,TUBE,,,,No
80354456,Manufacture,65121-144-03,,February,0,0,TUBE,,,,No
80354456,Manufacture,65121-144-03,,March,0,0,TUBE,,,,No
80354456,Manufacture,65121-144-03,,April,0,0,TUBE,,,,No
80354456,Manufacture,65121-144-03,,May,0,0,TUBE,,,,No
80354456,Manufacture,65121-144-03,,June,0,0,TUBE,,,,No
80354456,Manufacture,65121-144-03,,July,0,0,TUBE,,,,No
80354456,Manufacture,65121-144-03,,August,0,0,TUBE,,,,No
80354456,Manufacture,65121-144-03,,September,0,0,TUBE,,,,No
80354456,Manufacture,65121-144-03,,October,0,0,TUBE,,,,No
80354456,Manufacture,65121-144-03,,November,0,0,TUBE,,,,No
80354456,Manufacture,65121-144-03,,December,0,0,TUBE,,,,No
80354456,Manufacture,65121-144-03,,Annual Total,0,0,TUBE,,,,No
80354456,Manufacture,65121-145-08,,January,0,0,BOTTLE,,,,No
80354456,Manufacture,65121-145-08,,February,0,0,BOTTLE,,,,No
80354456,Manufacture,65121-145-08,,March,0,0,BOTTLE,,,,No
80354456,Manufacture,65121-145-08,,April,0,0,BOTTLE,,,,No
80354456,Manufacture,65121-145-08,,May,0,0,BOTTLE,,,,No
80354456,Manufacture,65121-145-08,,June,0,0,BOTTLE,,,,No
80354456,Manufacture,65121-145-08,,July,0,0,BOTTLE,,,,No
80354456,Manufacture,65121-145-08,,August,0,0,BOTTLE,,,,No
80354456,Manufacture,65121-145-08,,September,0,0,BOTTLE,,,,No
80354456,Manufacture,65121-145-08,,October,0,0,BOTTLE,,,,No
80354456,Manufacture,65121-145-08,,November,0,0,BOTTLE,,,,No
80354456,Manufacture,65121-145-08,,December,0,0,BOTTLE,,,,No
80354456,Manufacture,65121-145-08,,Annual Total,0,0,BOTTLE,,,,No
80354456,Manufacture,65121-146-04,,January,0,0,TUBE,,,,No
80354456,Manufacture,65121-146-04,,February,0,0,TUBE,,,,No
80354456,Manufacture,65121-146-04,,March,0,0,TUBE,,,,No
80354456,Manufacture,65121-146-04,,April,0,0,TUBE,,,,No
80354456,Manufacture,65121-146-04,,May,0,0,TUBE,,,,No
80354456,Manufacture,65121-146-04,,June,0,0,TUBE,,,,No
80354456,Manufacture,65121-146-04,,July,0,0,TUBE,,,,No
80354456,Manufacture,65121-146-04,,August,0,0,TUBE,,,,No
80354456,Manufacture,65121-146-04,,September,0,0,TUBE,,,,No
80354456,Manufacture,65121-146-04,,October,0,0,TUBE,,,,No
80354456,Manufacture,65121-146-04,,November,0,0,TUBE,,,,No
80354456,Manufacture,65121-146-04,,December,0,0,TUBE,,,,No
80354456,Manufacture,65121-146-04,,Annual Total,0,0,TUBE,,,,No
80354456,Manufacture,65121-147-04,,January,0,0,TUBE,,,,No
80354456,Manufacture,65121-147-04,,February,0,0,TUBE,,,,No
80354456,Manufacture,65121-147-04,,March,0,0,TUBE,,,,No
80354456,Manufacture,65121-147-04,,April,0,0,TUBE,,,,No
80354456,Manufacture,65121-147-04,,May,0,0,TUBE,,,,No
80354456,Manufacture,65121-147-04,,June,0,0,TUBE,,,,No
80354456,Manufacture,65121-147-04,,July,0,0,TUBE,,,,No
80354456,Manufacture,65121-147-04,,August,0,0,TUBE,,,,No
80354456,Manufacture,65121-147-04,,September,0,0,TUBE,,,,No
80354456,Manufacture,65121-147-04,,October,0,0,TUBE,,,,No
80354456,Manufacture,65121-147-04,,November,0,0,TUBE,,,,No
80354456,Manufacture,65121-147-04,,December,0,0,TUBE,,,,No
80354456,Manufacture,65121-147-04,,Annual Total,0,0,TUBE,,,,No
80354456,Manufacture,65121-148-04,,January,0,0,TUBE,,,,No
80354456,Manufacture,65121-148-04,,February,0,0,TUBE,,,,No
80354456,Manufacture,65121-148-04,,March,0,0,TUBE,,,,No
80354456,Manufacture,65121-148-04,,April,0,0,TUBE,,,,No
80354456,Manufacture,65121-148-04,,May,0,0,TUBE,,,,No
80354456,Manufacture,65121-148-04,,June,0,0,TUBE,,,,No
80354456,Manufacture,65121-148-04,,July,0,0,TUBE,,,,No
80354456,Manufacture,65121-148-04,,August,0,0,TUBE,,,,No
80354456,Manufacture,65121-148-04,,September,0,0,TUBE,,,,No
80354456,Manufacture,65121-148-04,,October,0,0,TUBE,,,,No
80354456,Manufacture,65121-148-04,,November,0,0,TUBE,,,,No
80354456,Manufacture,65121-148-04,,December,0,0,TUBE,,,,No
80354456,Manufacture,65121-148-04,,Annual Total,0,0,TUBE,,,,No
80354456,Manufacture,65121-149-04,,January,0,0,TUBE,,,,No
80354456,Manufacture,65121-149-04,,February,0,0,TUBE,,,,No
80354456,Manufacture,65121-149-04,,March,0,0,TUBE,,,,No
80354456,Manufacture,65121-149-04,,April,0,0,TUBE,,,,No
80354456,Manufacture,65121-149-04,,May,0,0,TUBE,,,,No
80354456,Manufacture,65121-149-04,,June,0,0,TUBE,,,,No
80354456,Manufacture,65121-149-04,,July,0,0,TUBE,,,,No
80354456,Manufacture,65121-149-04,,August,0,0,TUBE,,,,No
80354456,Manufacture,65121-149-04,,September,0,0,TUBE,,,,No
80354456,Manufacture,65121-149-04,,October,0,0,TUBE,,,,No
80354456,Manufacture,65121-149-04,,November,0,0,TUBE,,,,No
80354456,Manufacture,65121-149-04,,December,0,0,TUBE,,,,No
80354456,Manufacture,65121-149-04,,Annual Total,0,0,TUBE,,,,No
80354456,Manufacture,65121-150-03,,January,0,0,TUBE,,,,No
80354456,Manufacture,65121-150-03,,February,0,0,TUBE,,,,No
80354456,Manufacture,65121-150-03,,March,0,0,TUBE,,,,No
80354456,Manufacture,65121-150-03,,April,0,0,TUBE,,,,No
80354456,Manufacture,65121-150-03,,May,0,0,TUBE,,,,No
80354456,Manufacture,65121-150-03,,June,0,0,TUBE,,,,No
80354456,Manufacture,65121-150-03,,July,0,0,TUBE,,,,No
80354456,Manufacture,65121-150-03,,August,0,0,TUBE,,,,No
80354456,Manufacture,65121-150-03,,September,0,0,TUBE,,,,No
80354456,Manufacture,65121-150-03,,October,0,0,TUBE,,,,No
80354456,Manufacture,65121-150-03,,November,0,0,TUBE,,,,No
80354456,Manufacture,65121-150-03,,December,0,0,TUBE,,,,No
80354456,Manufacture,65121-150-03,,Annual Total,0,0,TUBE,,,,No
80354456,Manufacture,65121-151-03,,January,0,0,TUBE,,,,No
80354456,Manufacture,65121-151-03,,February,0,0,TUBE,,,,No
80354456,Manufacture,65121-151-03,,March,0,0,TUBE,,,,No
80354456,Manufacture,65121-151-03,,April,0,0,TUBE,,,,No
80354456,Manufacture,65121-151-03,,May,0,0,TUBE,,,,No
80354456,Manufacture,65121-151-03,,June,0,0,TUBE,,,,No
80354456,Manufacture,65121-151-03,,July,0,0,TUBE,,,,No
80354456,Manufacture,65121-151-03,,August,0,0,TUBE,,,,No
80354456,Manufacture,65121-151-03,,September,0,0,TUBE,,,,No
80354456,Manufacture,65121-151-03,,October,0,0,TUBE,,,,No
80354456,Manufacture,65121-151-03,,November,0,0,TUBE,,,,No
80354456,Manufacture,65121-151-03,,December,0,0,TUBE,,,,No
80354456,Manufacture,65121-151-03,,Annual Total,0,0,TUBE,,,,No
80354456,Manufacture,65121-152-01,,January,0,0,JAR,,,,No
80354456,Manufacture,65121-152-01,,February,0,0,JAR,,,,No
80354456,Manufacture,65121-152-01,,March,0,0,JAR,,,,No
80354456,Manufacture,65121-152-01,,April,0,0,JAR,,,,No
80354456,Manufacture,65121-152-01,,May,0,0,JAR,,,,No
80354456,Manufacture,65121-152-01,,June,0,0,JAR,,,,No
80354456,Manufacture,65121-152-01,,July,0,0,JAR,,,,No
80354456,Manufacture,65121-152-01,,August,0,0,JAR,,,,No
80354456,Manufacture,65121-152-01,,September,0,0,JAR,,,,No
80354456,Manufacture,65121-152-01,,October,0,0,JAR,,,,No
80354456,Manufacture,65121-152-01,,November,0,0,JAR,,,,No
80354456,Manufacture,65121-152-01,,December,0,0,JAR,,,,No
80354456,Manufacture,65121-152-01,,Annual Total,0,0,JAR,,,,No
80354456,Manufacture,65121-153-00,,January,0,0,CARTON,,,,No
80354456,Manufacture,65121-153-00,,February,0,0,CARTON,,,,No
80354456,Manufacture,65121-153-00,,March,0,0,CARTON,,,,No
80354456,Manufacture,65121-153-00,,April,0,0,CARTON,,,,No
80354456,Manufacture,65121-153-00,,May,0,0,CARTON,,,,No
80354456,Manufacture,65121-153-00,,June,0,0,CARTON,,,,No
80354456,Manufacture,65121-153-00,,July,0,0,CARTON,,,,No
80354456,Manufacture,65121-153-00,,August,0,0,CARTON,,,,No
80354456,Manufacture,65121-153-00,,September,0,0,CARTON,,,,No
80354456,Manufacture,65121-153-00,,October,0,0,CARTON,,,,No
80354456,Manufacture,65121-153-00,,November,0,0,CARTON,,,,No
80354456,Manufacture,65121-153-00,,December,0,0,CARTON,,,,No
80354456,Manufacture,65121-153-00,,Annual Total,0,0,CARTON,,,,No
80354456,Manufacture,65121-154-01,,January,0,0,CARTON,,,,No
80354456,Manufacture,65121-154-01,,February,0,0,CARTON,,,,No
80354456,Manufacture,65121-154-01,,March,0,0,CARTON,,,,No
80354456,Manufacture,65121-154-01,,April,0,0,CARTON,,,,No
80354456,Manufacture,65121-154-01,,May,0,0,CARTON,,,,No
80354456,Manufacture,65121-154-01,,June,4800,0,CARTON,,,,No
80354456,Manufacture,65121-154-01,,July,0,0,CARTON,,,,No
80354456,Manufacture,65121-154-01,,August,0,0,CARTON,,,,No
80354456,Manufacture,65121-154-01,,September,0,0,CARTON,,,,No
80354456,Manufacture,65121-154-01,,October,0,0,CARTON,,,,No
80354456,Manufacture,65121-154-01,,November,0,0,CARTON,,,,No
80354456,Manufacture,65121-154-01,,December,0,0,CARTON,,,,No
80354456,Manufacture,65121-154-01,,Annual Total,4800,0,CARTON,,,,No
80354456,Manufacture,65121-155-03,,January,0,0,BOTTLE,,,,No
80354456,Manufacture,65121-155-03,,February,0,0,BOTTLE,,,,No
80354456,Manufacture,65121-155-03,,March,0,0,BOTTLE,,,,No
80354456,Manufacture,65121-155-03,,April,0,0,BOTTLE,,,,No
80354456,Manufacture,65121-155-03,,May,0,0,BOTTLE,,,,No
80354456,Manufacture,65121-155-03,,June,0,0,BOTTLE,,,,No
80354456,Manufacture,65121-155-03,,July,0,0,BOTTLE,,,,No
80354456,Manufacture,65121-155-03,,August,0,0,BOTTLE,,,,No
80354456,Manufacture,65121-155-03,,September,0,0,BOTTLE,,,,No
80354456,Manufacture,65121-155-03,,October,0,0,BOTTLE,,,,No
80354456,Manufacture,65121-155-03,,November,0,0,BOTTLE,,,,No
80354456,Manufacture,65121-155-03,,December,0,0,BOTTLE,,,,No
80354456,Manufacture,65121-155-03,,Annual Total,0,0,BOTTLE,,,,No
80354456,Manufacture,65121-156-01,,January,0,0,BOTTLE: DROPPER,,,,No
80354456,Manufacture,65121-156-01,,February,0,0,BOTTLE: DROPPER,,,,No
80354456,Manufacture,65121-156-01,,March,0,0,BOTTLE: DROPPER,,,,No
80354456,Manufacture,65121-156-01,,April,0,0,BOTTLE: DROPPER,,,,No
80354456,Manufacture,65121-156-01,,May,0,0,BOTTLE: DROPPER,,,,No
80354456,Manufacture,65121-156-01,,June,0,0,BOTTLE: DROPPER,,,,No
80354456,Manufacture,65121-156-01,,July,0,0,BOTTLE: DROPPER,,,,No
80354456,Manufacture,65121-156-01,,August,0,0,BOTTLE: DROPPER,,,,No
80354456,Manufacture,65121-156-01,,September,0,0,BOTTLE: DROPPER,,,,No
80354456,Manufacture,65121-156-01,,October,0,0,BOTTLE: DROPPER,,,,No
80354456,Manufacture,65121-156-01,,November,0,0,BOTTLE: DROPPER,,,,No
80354456,Manufacture,65121-156-01,,December,0,0,BOTTLE: DROPPER,,,,No
80354456,Manufacture,65121-156-01,,Annual Total,0,0,BOTTLE: DROPPER,,,,No
80354456,Manufacture,65121-157-50,,January,0,0,CARTON,,,,No
80354456,Manufacture,65121-157-50,,February,0,0,CARTON,,,,No
80354456,Manufacture,65121-157-50,,March,0,0,CARTON,,,,No
80354456,Manufacture,65121-157-50,,April,0,0,CARTON,,,,No
80354456,Manufacture,65121-157-50,,May,0,0,CARTON,,,,No
80354456,Manufacture,65121-157-50,,June,0,0,CARTON,,,,No
80354456,Manufacture,65121-157-50,,July,0,0,CARTON,,,,No
80354456,Manufacture,65121-157-50,,August,0,0,CARTON,,,,No
80354456,Manufacture,65121-157-50,,September,0,0,CARTON,,,,No
80354456,Manufacture,65121-157-50,,October,0,0,CARTON,,,,No
80354456,Manufacture,65121-157-50,,November,0,0,CARTON,,,,No
80354456,Manufacture,65121-157-50,,December,0,0,CARTON,,,,No
80354456,Manufacture,65121-157-50,,Annual Total,0,0,CARTON,,,,No
80354456,Manufacture,65121-158-01,,January,0,0,JAR,,,,No
80354456,Manufacture,65121-158-01,,February,0,0,JAR,,,,No
80354456,Manufacture,65121-158-01,,March,0,0,JAR,,,,No
80354456,Manufacture,65121-158-01,,April,0,0,JAR,,,,No
80354456,Manufacture,65121-158-01,,May,0,0,JAR,,,,No
80354456,Manufacture,65121-158-01,,June,0,0,JAR,,,,No
80354456,Manufacture,65121-158-01,,July,0,0,JAR,,,,No
80354456,Manufacture,65121-158-01,,August,0,0,JAR,,,,No
80354456,Manufacture,65121-158-01,,September,0,0,JAR,,,,No
80354456,Manufacture,65121-158-01,,October,0,0,JAR,,,,No
80354456,Manufacture,65121-158-01,,November,0,0,JAR,,,,No
80354456,Manufacture,65121-158-01,,December,0,0,JAR,,,,No
80354456,Manufacture,65121-158-01,,Annual Total,0,0,JAR,,,,No
80354456,Manufacture,65121-159-01,,January,0,0,BOX,,,,No
80354456,Manufacture,65121-159-01,,February,0,0,BOX,,,,No
80354456,Manufacture,65121-159-01,,March,0,0,BOX,,,,No
80354456,Manufacture,65121-159-01,,April,0,0,BOX,,,,No
80354456,Manufacture,65121-159-01,,May,0,0,BOX,,,,No
80354456,Manufacture,65121-159-01,,June,0,0,BOX,,,,No
80354456,Manufacture,65121-159-01,,July,0,0,BOX,,,,No
80354456,Manufacture,65121-159-01,,August,0,0,BOX,,,,No
80354456,Manufacture,65121-159-01,,September,0,0,BOX,,,,No
80354456,Manufacture,65121-159-01,,October,0,0,BOX,,,,No
80354456,Manufacture,65121-159-01,,November,0,0,BOX,,,,No
80354456,Manufacture,65121-159-01,,December,0,0,BOX,,,,No
80354456,Manufacture,65121-159-01,,Annual Total,0,0,BOX,,,,No
80354456,Manufacture,65121-160-04,,January,0,0,BOX,,,,No
80354456,Manufacture,65121-160-04,,February,0,0,BOX,,,,No
80354456,Manufacture,65121-160-04,,March,0,0,BOX,,,,No
80354456,Manufacture,65121-160-04,,April,0,0,BOX,,,,No
80354456,Manufacture,65121-160-04,,May,0,0,BOX,,,,No
80354456,Manufacture,65121-160-04,,June,0,0,BOX,,,,No
80354456,Manufacture,65121-160-04,,July,0,0,BOX,,,,No
80354456,Manufacture,65121-160-04,,August,0,0,BOX,,,,No
80354456,Manufacture,65121-160-04,,September,0,0,BOX,,,,No
80354456,Manufacture,65121-160-04,,October,0,0,BOX,,,,No
80354456,Manufacture,65121-160-04,,November,0,0,BOX,,,,No
80354456,Manufacture,65121-160-04,,December,0,0,BOX,,,,No
80354456,Manufacture,65121-160-04,,Annual Total,0,0,BOX,,,,No
80354456,Manufacture,65121-161-03,,January,0,0,BOX,,,,No
80354456,Manufacture,65121-161-03,,February,0,0,BOX,,,,No
80354456,Manufacture,65121-161-03,,March,0,0,BOX,,,,No
80354456,Manufacture,65121-161-03,,April,0,0,BOX,,,,No
80354456,Manufacture,65121-161-03,,May,0,0,BOX,,,,No
80354456,Manufacture,65121-161-03,,June,4774,0,BOX,,,,No
80354456,Manufacture,65121-161-03,,July,0,0,BOX,,,,No
80354456,Manufacture,65121-161-03,,August,0,0,BOX,,,,No
80354456,Manufacture,65121-161-03,,September,0,0,BOX,,,,No
80354456,Manufacture,65121-161-03,,October,0,0,BOX,,,,No
80354456,Manufacture,65121-161-03,,November,0,0,BOX,,,,No
80354456,Manufacture,65121-161-03,,December,0,0,BOX,,,,No
80354456,Manufacture,65121-161-03,,Annual Total,4774,0,BOX,,,,No
80354456,Manufacture,65121-162-15,,January,0,0,BOX,,,,No
80354456,Manufacture,65121-162-15,,February,0,0,BOX,,,,No
80354456,Manufacture,65121-162-15,,March,0,0,BOX,,,,No
80354456,Manufacture,65121-162-15,,April,0,0,BOX,,,,No
80354456,Manufacture,65121-162-15,,May,0,0,BOX,,,,No
80354456,Manufacture,65121-162-15,,June,0,0,BOX,,,,No
80354456,Manufacture,65121-162-15,,July,0,0,BOX,,,,No
80354456,Manufacture,65121-162-15,,August,0,0,BOX,,,,No
80354456,Manufacture,65121-162-15,,September,0,0,BOX,,,,No
80354456,Manufacture,65121-162-15,,October,0,0,BOX,,,,No
80354456,Manufacture,65121-162-15,,November,0,0,BOX,,,,No
80354456,Manufacture,65121-162-15,,December,0,0,BOX,,,,No
80354456,Manufacture,65121-162-15,,Annual Total,0,0,BOX,,,,No
80354456,Manufacture,65121-163-04,,January,0,0,BOX,,,,No
80354456,Manufacture,65121-163-04,,February,0,0,BOX,,,,No
80354456,Manufacture,65121-163-04,,March,0,0,BOX,,,,No
80354456,Manufacture,65121-163-04,,April,0,0,BOX,,,,No
80354456,Manufacture,65121-163-04,,May,0,0,BOX,,,,No
80354456,Manufacture,65121-163-04,,June,0,0,BOX,,,,No
80354456,Manufacture,65121-163-04,,July,0,0,BOX,,,,No
80354456,Manufacture,65121-163-04,,August,0,0,BOX,,,,No
80354456,Manufacture,65121-163-04,,September,0,0,BOX,,,,No
80354456,Manufacture,65121-163-04,,October,0,0,BOX,,,,No
80354456,Manufacture,65121-163-04,,November,0,0,BOX,,,,No
80354456,Manufacture,65121-163-04,,December,0,0,BOX,,,,No
80354456,Manufacture,65121-163-04,,Annual Total,0,0,BOX,,,,No
80354456,Manufacture,65121-164-45,,January,0,0,JAR,,,,No
80354456,Manufacture,65121-164-45,,February,0,0,JAR,,,,No
80354456,Manufacture,65121-164-45,,March,0,0,JAR,,,,No
80354456,Manufacture,65121-164-45,,April,0,0,JAR,,,,No
80354456,Manufacture,65121-164-45,,May,0,0,JAR,,,,No
80354456,Manufacture,65121-164-45,,June,0,0,JAR,,,,No
80354456,Manufacture,65121-164-45,,July,0,0,JAR,,,,No
80354456,Manufacture,65121-164-45,,August,0,0,JAR,,,,No
80354456,Manufacture,65121-164-45,,September,0,0,JAR,,,,No
80354456,Manufacture,65121-164-45,,October,0,0,JAR,,,,No
80354456,Manufacture,65121-164-45,,November,0,0,JAR,,,,No
80354456,Manufacture,65121-164-45,,December,0,0,JAR,,,,No
80354456,Manufacture,65121-164-45,,Annual Total,0,0,JAR,,,,No
80354456,Manufacture,65121-165-02,,January,0,0,JAR,,,,No
80354456,Manufacture,65121-165-02,,February,0,0,JAR,,,,No
80354456,Manufacture,65121-165-02,,March,0,0,JAR,,,,No
